Id Ind;ID Kawak;Nombre del indicador;Unidad;Proceso/Subproceso;Descripción del indicador;Linea_Estrategica;Objetivo_Estrategico;Tipo de Indicador;Clasificación;Frecuencia;Fecha Desde;Fecha Hasta;Tipo de variables;Series;Sentido;Formula;Variable 1;Unidad V1;Fuente V1;Variable 2;Unidad V2;Fuente V2;Variable 3;Unidad V3;Fuente V3;Responsable del calculo;Responsable del analisis;Deficiente;Alerta;Satisfactorio;Sobresaliente;Meta Frecuencia;Semestre_1;Semestre_2;Deficiente <= Serie;Alerta Serie;Satisfactorio Serie;Sobresaliente >= Serie;Modificado;Creado;Creado por;Usuario_Aprobador;Fecha_Aprobación;Estado_aprobacion;Año;Estado_Indicador;PDI;CNA/SNIES;Desempeño del proceso;Decisiones Proceso;SubClasificación;Estado;Clasificación_ CNA;Formato_Evidencia;Nombre_Evidencia;Meta 1 Semestre Serie;Meta 2 Semestre Serie;Meta Anual Series;Tipo_Kawak;Factor_CNA;Caracteristica;Proyecto_Asociado;Tipo de elemento;Ruta de acceso
94;94;Cobertura de colaboradores con Elementos de Protección Personal;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;Cobertura epp;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;(Total de colaboradores con EPP entregados/Total de colaboradores que solicitan EPP)*100;Total de colaboradores con EPP entregados;Número;Actas de entrega- Facturas;Total de colaboradores que solicitan EPP;Número;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST, Bussiness Partner de Th;Jefe de Seguridad y Salud En el Trabajo- Analista de SST, Bussiness Partner de Th;0%-79,9%;80% -99,9%;100%;100%;100%;0;0;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Alejandro Cardenas Rodriguez;;;2025;Stand by;;;;;;;Resultado;Documento;Actas de entrega- Facturas;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
95;95;Inspecciones de seguridad;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;Inspecciones de seguridad;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Semestral;1/01/2023;;Serie Única;;Positivo;Total inspecciones realizadas/Total inspecciones planeadas;Total inspecciones realizadas;Número;;Total inspecciones planeadas;NÚMERO;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST;Jefe de Seguridad y Salud En el Trabajo;0%-50%;51%  - 69,99%;70% -99,9%;100%;100%;0;100%;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Activo;;;;;;;;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
96;96;Inducción Institucional;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Trimestral;1/01/2022;;Serie Única;;Positivo;N° accidentes de trabajo mortales que se presentaron en el año/ Total de accidentes de trabajo que se presentaron en el año*100;N° accidentes de trabajo mortales que se presentaron en el año;Número;;Total de accidentes de trabajo que se presentaron en el año;NÚMERO;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST;Jefe de Seguridad y Salud En el Trabajo;;;;90%;;;;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
100;100;Cumplimiento de requisitos legales SST;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;Cumplimiento requisitos normativos SST;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;"	% cumplimiento matriz de requisitos legales
# de requisitos cumplidos/# de requisitos evaluados";# de requisitos cumplidos;PORCENTAJE;;# de requisitos evaluados;-;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST;Jefe de Seguridad y Salud En el Trabajo;0%-50%;51%  - 69,99%;70% -99,9%;100%;0;0;0;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Activo;;;;;;;;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
104;104;Tasa de accidentalidad;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;Tasa de accidentalidad Por cada 100 trabajadores expuestos se presentan X accidentes en el período.;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Anual;1/01/2023;;Serie Única;;Negativo;(Numero de accidentes de trabajo/Promedio de trabajadores)*100;Numero de accidentes de trabajo;Número;;Promedio de trabajadores;NÚMERO;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST;Jefe de Seguridad y Salud En el Trabajo;0%-50%;51%  - 69,99%;70% -99,9%;100%;0;0;0;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Activo;;;;;;;;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
106;106;Mortalidad de los accidentes laborales;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;. Mide el porcentaje (%) de accidentes de trabajo mortales  en el año.;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Anual;1/01/2023;;Serie Única;;Negativo;Número de accidentes de trabajo mortales que se presentaron en el año/total de accidentes de trabajo que se presentaron en el año;Número de accidentes de trabajo mortales que se presentaron en el año;Número;;total de accidentes de trabajo que se presentaron en el año;NÚMERO;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST;Jefe de Seguridad y Salud En el Trabajo;0%-50%;51%  - 69,99%;70% -99,9%;100%;0;0;0;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Activo;;;;;;;;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
108;108;Nivel de Satisfacción Servicios Prestados;Gerencia de planeación y gestión;DIRECCIONAMIENTO ESTRATÉGICO;Indica el nivel de satisfacción de los usuarios frente a los servicios que presta el proceso.;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Estratégico;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;Resultado de la encuesta de satisfacción institucional;Resultado de la encuesta de satisfacción institucional;Porcentaje;;;;;;;;Analista de arquitectura y mejora de procesos;Gerente de Planeacion y Gestion Institu;0%-59.99%;60%  - 79,99%;80%;85%;80%;;80%;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Activo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
109;109;Nivel de satisfacción de los servicios prestados;Vicerrectoría del crecimiento;Comunicaciones internas;Mide el nivel de satisfacción del proceso;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Estratégico;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;RESULTADO DE LA ENCUESTA;Resultado de la encuesta de satisfacción institucional;% DE RESULTADO;;-;-;;;;;;;0%-50%;51%  - 69,99%;70% -99,9%;1;0,8;;;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Activo;;;;;;;;;;;;;Estratégico;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
110;110;Nivel de Satisfacción Servicios Prestados;Vicerrectoría financiera y administrativa;GESTIÓN FINANCIERA;Mide el nivel de satisfacción del proceso;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Estratégico;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;RESULTADO DE LA ENCUESTA DE SATISFACCIÓN;RESULTADO DE LA ENCUESTA DE SATISFACCIÓN;PORCENTAJE;;-;-;;;;;GERENCIA DE SERVICIO Y PERMANENCIA;GERENCIA DE SERVICIO Y PERMANENCIA;0%-50%;51%  - 69,99%;70% -99,9%;100%;80%;;;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Activo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
111;111;NIVEL DE SATISFACCIÓN SERVICIOS PRESTADOS;Vicerrectoría financiera y administrativa;Gestión De Abastecimiento;Indica el nivel de satisfacción de los usuarios frente a los servicios que presta el proceso.;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Gestión;Eficacia;Trimestral;1/01/2023;;Serie Única;;Positivo;NIVEL DE SATISFACCIÓN GESTIÓN ABASTECIMIENTO;% NIVEL DE SATISFACCIÓN DEL PROCESO;PORCENTAJE;CX Customer;-;-;;-;-;;Director de Compras y Abastecimiento;Director de Compras y Abastecimiento;0%-69,99%;70%  - 84,99%;85% -95%;>95%;85%;85%;85%;;;;;14/05/2026 14:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Juan Carlos Acosta Bohorquez;;;2025;Stand by;false;false;true;true;;Actualizar Metas;Resultado;PDF;CX Customer;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
112;112;Nivel de Satisfacción Servicios Prestados;Vicerrectoría financiera y administrativa;Gestión Infraestructura Física;Indica el nivel de satisfacción de los usuarios frente a los servicios que presta el proceso.;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Estratégico;Eficacia;Semestral;1/01/2023;;Multiserie;Bogotá - Medellín;Positivo;Nivel de satisfacción del proceso;Nivel de satisfacción del proceso;Porcentaje;CX;;;;- ;- ;;Director de infraestructura- Analista de infraestructura- Jefe de infraestructura - Coordinador administrativo;Director de infraestructura- Analista de infraestructura- Coordinador administrativo;0%-69.99%;70%-84.99%;85%-95%;95%;85%;85%;85%;;;;;13/05/2026 12:34;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Raul Ricardo Cortes Rincon;;;2026;Stand by;;;;;;;Resultado;;;85%;85%;85%;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
113;113;Nivel de Satisfacción Servicios Prestados;Gerencia de talento humano y comunicaciones;Gestión Y Desarrollo Del Talento Humano;Indica el nivel de satisfacción de los usuarios frente a los servicios que presta el proceso.;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Estratégico;Eficacia;Anual;1/01/2018;;Serie Única;;Positivo;% Nivel De Satisfacción Gestión Humana;% Nivel De Satisfacción Gestión Humana;Porcentaje;;;;;;;;Jefe de Sistema Integrado, Analista de arquitectura de procesos;Jefe de Sistema Integrado, Analista de arquitectura de procesos;0%-69,9%;70%  - 79,9%;85%-90%;95%;85%;85%;85%;;;;;12/05/2026 14:08;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Miguel Angel Lopez Triana;;;2025;Stand by;false;false;true;true;;Actualizar Metas;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
114;114;Nivel de satisfacción de los servicios prestados - Gestión de la tecnología;Vicerrectoría del estudiante;Gestión De La Tecnología E Innovación Digital;Indica el nivel de satisfacción de los usuarios frente a los servicios que presta el proceso.;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Estratégico;Eficacia;Semestral;1/01/2023;;Serie Única;;Positivo;"Nivel de Satisfacción Gestión de Recursos Tecnológicos	";"Nivel de Satisfacción Gestión de Recursos Tecnológicos	";Porcentaje;CX Polisigs;-;-;;-;-;;Gerente de tecnología e innovación digital, Director de infraestructura, Director de gobierno digital;Gerente de tecnología e innovación digital, Director de infraestructura, Director de gobierno digital;0%-69.9%;70%  - 84,9%;85% -95%;>95%;85%;85%;85%;;;;;13/05/2026 14:29;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Juan Uriel Mejia Teran;;;2026;Stand by;false;false;true;true;;Actualizar Metas;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
115;115;Nivel de Satisfacción Servicios Prestados;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;Indica el nivel de satisfacción de los usuarios frente a los servicios que presta el proceso.;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Estratégico;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;Nivel de satisfacción gestión SST;Nivel de satisfacción gestión SST;PORCENTAJE;;-;-;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST;Jefe de Seguridad y Salud En el Trabajo;0%-50%;51%  - 69,99%;70% -99,9%;100%;0;0;0;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Activo;;;;;;;;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
116;116;Nivel de Satisfacción Servicios Prestados - Percepción de la experiencia en proceso de auditoria interna Polisigs;Gerencia de planeación y gestión;Auditoría Interna;Indica el nivel de satisfacción de los usuarios frente al proceso de auditoria interna al sistema integrado;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Estratégico;Eficacia;Semestral;1/01/2022;;Serie Única;;Positivo;% Nivel de Satisfacción Auditoría Interna;Nivel de Satisfacción Gestión de Auditoría Interna;Porcentaje;Encuesta de satisfacción CX;;;;;;;Director de Control Interno;Director de Control Interno;0% - 69,99%;70%  - 84,99%;85%-95%;>95%;85%;85%;85%;;;;;26/05/2026 13:51;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Magda Julieth Garzon Martinez;;;2026;Stand by;false;false;true;true;;Actualizar Metas;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
117;117;Nivel de Satisfacción Servicios Prestados;Gerencia de planeación y gestión;Gestión Ambiental;Indica el nivel de satisfacción de los usuarios frente a los servicios que presta el proceso.;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Estratégico;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;Nivel de Satisfacción Gestión Ambiental;Nivel de Satisfacción Gestión Ambiental;Número;Polisigs;;;;;;;Lider Sistema de Gestión Ambiental;Lider Sistema de Gestión Ambiental;0%-59,9%;60%  - 79,9%;80% -85%;91% -100%;80%;;80%;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Edgar Camilo Chacon Matajudios;;;2024;Activo;false;false;false;false;;Pendiente;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
118;118;Nivel de Satisfacción del sistema de gestión de calidad;Gerencia de planeación y gestión;Gestión de calidad;Indica el nivel de satisfacción de los usuarios frente a los servicios que presta el proceso.;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Estratégico;Eficacia;Trimestral;1/01/2020;;Serie Única;;Positivo;NIVEL DE SATISFACCIÓN GESTIÓN DE CALIDAD;% NIVEL DE SATISFACCIÓN GESTIÓN DE CALIDAD;Porcentaje;Polisigs;-;-;;-;-;;"Director del Sistema Integrado
Analista de arquitectura y mejora de procesos";"Director del Sistema Integrado
Analista de arquitectura y mejora de procesos";0%-69,9%;70%  - 84,99%;85% -95%;>95%;85%;85%;85%;;;;;23/06/2026 12:13;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Camilo Arturo Coronel Rico;;;2026;Stand by;false;false;true;true;;Actualizar Metas;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
121;121;Ejecución presupuestal de la nómina acumulada;Gerencia de talento humano y comunicaciones;Gestión Y Desarrollo Del Talento Humano;Mide la eficiencia presupuestal de la nómina institucional. Este indicador se mide con una frecuencia mensual y cada 12 periodos (cambio de año) se reinician los datos acumulados.;Sostenibilidad;Promover una cultura de optimización de recursos financieros como apalancador de la estrategia;Gestión;Eficacia;Mensual;1/01/2019;;Serie Única;;Negativo;(Gasto real de nómina periodo actual+Gasto real nómina acumulado)/(Gasto planeado Nómina periodo actual+Gasto planeado Nómina acumulado)*100;Gasto real de nómina periodo actual;MONEDA;Presupuesto aprobado- Nomina;Gasto planeado Nómina periodo actual;MONEDA;Presupuesto aprobado- Nomina;"Gasto real nómina acumulado
Gasto planeado Nómina acumulado	";MONEDA;Presupuesto aprobado- Nomina;Dirección de administración laboral y compensación, Analista de administración laboral y compensación;Dirección de administración laboral y compensación;>120%;103%-120%;95%-102%;<95%;102%;0;102%;;;;;27/05/2026 14:53;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Monica Avendano Duarte;;;2026;Stand by;false;false;true;true;;Modificar Ficha;Resultado;Imagen;Cost and benefit;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
122;122;Eficacia del Plan documental Institucional;Gerencia de planeación y gestión;Gestión de calidad;"Mide la eficacia del Plan documental Institucional durante el periodo
Inicia desde la creación, actualización y eliminación hasta la publicación documental.";Transformación_Organizacional;Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos;Gestión;Eficacia;Mensual;1/01/2019;;Serie Única;;Positivo;(Total solicitudes documentales ejecutadas por periodo/Total solicitudes documentales planificadas por periodo)*100;Número de documentos ejecutados en el periodo;Número;Informe de gestión documental;Número de documentos planificadas por periodo;Número;Informe de gestión documental;;;;"Director del Sistema Integrado
Analista de Arquitectura y Mejora Procesos
Documentador de procesos Junior";"Director del Sistema Integrado
Analista de Arquitectura y Mejora Procesos
Documentador de procesos Junior";0%-69,9%;70%  - 79,9%;80% -90%;>90-100%;80%;80%;80%;;;;;23/06/2026 12:40;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Camilo Arturo Coronel Rico;;;2026;Stand by;false;false;true;true;;Actualizar Metas;Resultado;Excel;Plan Documental documental;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
124;124;Indice de Frecuencia de accidentalidad;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;Mide la cantidad de accidentes que se presentaron en un periodo, por cada 100 trabajadores.;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Mensual;1/01/2023;;Serie Única;;Negativo;(Numero de accidentes de trabajo que se presentaron en el mes/Numero de trabajadores en el mes)*100;Numero de accidentes de trabajo que se presentaron en el mes;Número;;Numero de trabajadores en el mes;NÚMERO;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST;Jefe de Seguridad y Salud En el Trabajo;0%-50%;51%  - 69,99%;70% -99,9%;100%;0;0;0;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Activo;;;;;;;;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
125;125;Indice de severidad;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;Mide los días perdidos por accidente de trabajo en el mes.;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Mensual;1/01/2023;;Serie Única;;Negativo;((Numero de trabajadores en el mes+numero de días de incapacidad por accidente de trabajo en el mes)/Numero de días cargados en el mes))*100;Numero de trabajadores en el mes+numero de días de incapacidad por accidente de trabajo en el mes;Número;;numero de días de incapacidad por accidente de trabajo en el mes;NÚMERO;;Numero de días cargados en el mes;NÚMERO;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST;Jefe de Seguridad y Salud En el Trabajo;0%-50%;51%  - 69,99%;70% -99,9%;100%;0;0;0;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Activo;;;;;;;;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
126;126;Indice de Prevalencia EL Enfermedad laboral;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;Mide los casos de enfermedad laboral en un periodo.;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Anual;1/01/2023;;Serie Única;;Negativo;(Número de casos nuevos y antiguos de enfermedad laboral en el periodo/Promedio de trabajadores en el periodo)*100;Número de casos nuevos y antiguos de enfermedad laboral en el periodo;Número;;Promedio de trabajadores en el periodo);NÚMERO;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST;Jefe de Seguridad y Salud En el Trabajo;0%-50%;51%  - 69,99%;70% -99,9%;100%;0;0;0;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Activo;;;;;;;;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
